"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","557","Юзер создает билд","","Sat Jan 17 08:18:05 UTC 2026","passed","Sat Jan 17 08:18:05 UTC 2026","","api.builds.BuildPositiveTest","api.builds.BuildPositiveTest","userCanCreateBuild"
"","395","Успешная деавторизация агента","","Sat Jan 17 08:18:22 UTC 2026","passed","Sat Jan 17 08:18:22 UTC 2026","","api.agents.UpdateAgentTest","api.agents.UpdateAgentTest","userCanDeAuthorizeAgentTest"
"","3300","Неуспешное изменение пароля пользователя,введен неверный текущий пароль","","Sat Jan 17 08:21:08 UTC 2026","passed","Sat Jan 17 08:21:11 UTC 2026","","ui.users.UpdateUserTest","ui.users.UpdateUserTest","unsuccessfullyChangePasswordInvalidCurrentPassword"
"","283","Успешное редактирование пользователя [2] username=a_1!, name=pPas_123!","","Sat Jan 17 08:18:26 UTC 2026","passed","Sat Jan 17 08:18:26 UTC 2026","","api.users.UpdateUserTest","api.users.UpdateUserTest","successfulUpdateUserWithValidData"
"","0","Неуспешное создание пользователя, не заполнено поле password","","Sat Jan 17 08:18:23 UTC 2026","skipped","Sat Jan 17 08:18:23 UTC 2026","","api.users.CreateUserTest","api.users.CreateUserTest","unsuccessfullyCreationUserWithEmptyPassword"
"","416","Успешное выключение агента","","Sat Jan 17 08:18:23 UTC 2026","passed","Sat Jan 17 08:18:23 UTC 2026","","api.agents.UpdateAgentTest","api.agents.UpdateAgentTest","userCanDisableAgentTest"
"","413","Неспешное создание проекта из репозитория с невалидным названием","","Sat Jan 17 08:18:17 UTC 2026","passed","Sat Jan 17 08:18:17 UTC 2026","","api.projects.CreateProjectTest","api.projects.CreateProjectTest","userCannotCreateProjectFromRepositoryWithEmptyName"
"","448","Неспешное создание проекта из репозитория с невалидным id [4] id=i-d, expectedError=PROJECT_ID_UNSUPPORTED_CHARACTER","","Sat Jan 17 08:18:15 UTC 2026","passed","Sat Jan 17 08:18:16 UTC 2026","","api.projects.CreateProjectTest","api.projects.CreateProjectTest","userCannotCreateProjectFromRepositoryWithInvalidData"
"","318","Успешное удаление Build Type","","Sat Jan 17 08:18:30 UTC 2026","passed","Sat Jan 17 08:18:30 UTC 2026","","api.buildType.DeleteBuildTypeTest","api.buildType.DeleteBuildTypeTest","userCanDeleteBuildType"
"","53305","setUpTeamCity()","","Sat Jan 17 08:16:46 UTC 2026","passed","Sat Jan 17 08:17:39 UTC 2026","","ui.AuthorizationSuperUserTest","ui.AuthorizationSuperUserTest","setUpTeamCity"
"","5869","Юзер добавляет билд в очередь","","Sat Jan 17 08:19:09 UTC 2026","passed","Sat Jan 17 08:19:14 UTC 2026","","ui.builds.BuildTest","ui.builds.BuildTest","userCanRunBuild"
